changedFrames,fingerprint,iterations,medianUs,mode,p95Us,pair,phase_build,phase_coverage,phase_layout,phase_paint,phase_semanticDiff,phase_semanticEncode,phase_semanticTree,phase_semantics,scenario,surface,variant
160,251641503,160,381,replace-subtree,571,1,309,0,6,45,0,0,0,0,board-64-keyed-true,terminal,candidate
160,251641503,160,254,one-label,312,1,81,0,0,147,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,391,all-labels,476,1,225,0,0,140,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,426,reverse,504,1,228,0,24,141,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,2295,replace-subtree,2935,1,2077,0,26,154,0,0,0,0,board-256-keyed-false,terminal,candidate
160,251641503,160,469,one-label,692,1,311,0,0,130,0,0,0,0,board-256-keyed-true,terminal,candidate
160,251641503,160,626,all-labels,859,1,464,0,0,138,0,0,0,0,board-256-keyed-true,terminal,candidate
160,251641503,160,530,reverse,812,1,348,0,9,137,0,0,0,0,board-256-keyed-true,terminal,candidate
160,251641503,160,2746,replace-subtree,3656,1,2513,0,31,161,0,0,0,0,board-256-keyed-true,terminal,candidate
160,,160,525,mount-first-frame,686,1,,,,,,,,,dashboard,terminal,base
160,,160,175,mount-first-frame,259,1,,,,,,,,,agent,terminal,base
160,,160,392,mount-first-frame,575,1,,,,,,,,,files,terminal,base
160,,160,190,mount-first-frame,320,1,,,,,,,,,editor,terminal,base
160,,160,686,mount-first-frame,944,1,,,,,,,,,finance,terminal,base
160,1359462507,160,34,one-label,39,1,6,0,0,7,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,39,all-labels,40,1,13,0,0,6,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,43,reverse,51,1,15,0,1,7,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,105,replace-subtree,113,1,62,0,2,8,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,46,one-label,50,1,19,0,0,7,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,53,all-labels,58,1,27,0,0,7,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,51,reverse,57,1,22,0,0,7,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,119,replace-subtree,136,1,76,0,2,8,0,0,0,0,board-16-keyed-true,terminal,base
160,251641503,160,88,one-label,102,1,20,0,0,42,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,127,all-labels,155,1,58,0,0,41,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,133,reverse,152,1,60,0,4,42,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,614,replace-subtree,807,1,538,0,7,45,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,136,one-label,174,1,76,0,0,36,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,185,all-labels,215,1,115,0,0,40,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,163,reverse,205,1,89,0,2,42,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,668,replace-subtree,886,1,592,0,7,44,0,0,0,0,board-64-keyed-true,terminal,base
160,251641503,160,258,one-label,344,1,82,0,0,150,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,399,all-labels,505,1,227,0,0,142,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,430,reverse,550,1,238,0,24,136,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,7193,replace-subtree,7853,1,6923,0,42,162,0,0,0,0,board-256-keyed-false,terminal,base
160,251641503,160,502,one-label,700,1,326,0,0,141,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,660,all-labels,929,1,483,0,0,145,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,550,reverse,735,1,356,0,9,140,0,0,0,0,board-256-keyed-true,terminal,base
160,251641503,160,7577,replace-subtree,8526,1,7303,0,46,169,0,0,0,0,board-256-keyed-true,terminal,base
160,,160,561,mount-first-frame,745,2,,,,,,,,,dashboard,terminal,base
160,,160,194,mount-first-frame,285,2,,,,,,,,,agent,terminal,base
160,,160,380,mount-first-frame,564,2,,,,,,,,,files,terminal,base
160,,160,180,mount-first-frame,291,2,,,,,,,,,editor,terminal,base
160,,160,691,mount-first-frame,964,2,,,,,,,,,finance,terminal,base
160,1359462507,160,35,one-label,41,2,6,0,0,7,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,45,all-labels,51,2,15,0,0,7,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,43,reverse,53,2,14,0,1,7,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,111,replace-subtree,130,2,65,0,2,8,0,0,0,0,board-16-keyed-false,terminal,base
160,1359462507,160,49,one-label,56,2,21,0,0,7,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,58,all-labels,70,2,30,0,0,7,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,53,reverse,65,2,23,0,0,8,0,0,0,0,board-16-keyed-true,terminal,base
160,1359462507,160,121,replace-subtree,147,2,77,0,2,8,0,0,0,0,board-16-keyed-true,terminal,base
160,251641503,160,79,one-label,85,2,18,0,0,37,0,0,0,0,board-64-keyed-false,terminal,base
160,251641503,160,120,all-labels,141,2,56,0,0,39,0,0,0,0,board-64-keyed-false,terminal,base
