scenario,mode,iterations,medianUs,p95Us,changedFrames,surface,fingerprint,pair,version,suite,args,phasesUs,app,p99Us,plans,semanticFrames,semanticBytes,nodes,changedSnapshots
board-16-keyed-false,all-labels,500,41,53,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,reverse,500,43,56,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":1,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,replace-subtree,500,88,113,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":45,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,one-label,500,47,59,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":20,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,all-labels,500,55,70,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":28,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,reverse,500,49,63,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":21,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,replace-subtree,500,103,127,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":60,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,one-label,500,79,103,500,terminal,251641503,3,base,core,"[""500""]","{""build"":19,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,all-labels,500,119,151,500,terminal,251641503,3,base,core,"[""500""]","{""build"":56,""coverage"":0,""layout"":0,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,reverse,500,127,161,500,terminal,251641503,3,base,core,"[""500""]","{""build"":58,""coverage"":0,""layout"":3,""paint"":40,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,replace-subtree,500,323,542,500,terminal,251641503,3,base,core,"[""500""]","{""build"":249,""coverage"":0,""layout"":5,""paint"":44,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,one-label,500,141,179,500,terminal,251641503,3,base,core,"[""500""]","{""build"":80,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,all-labels,500,177,234,500,terminal,251641503,3,base,core,"[""500""]","{""build"":114,""coverage"":0,""layout"":0,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,reverse,500,154,239,500,terminal,251641503,3,base,core,"[""500""]","{""build"":86,""coverage"":0,""layout"":2,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,replace-subtree,500,381,594,500,terminal,251641503,3,base,core,"[""500""]","{""build"":308,""coverage"":0,""layout"":5,""paint"":43,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,one-label,500,229,298,500,terminal,251641503,3,base,core,"[""500""]","{""build"":73,""coverage"":0,""layout"":0,""paint"":130,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,all-labels,500,385,492,500,terminal,251641503,3,base,core,"[""500""]","{""build"":222,""coverage"":0,""layout"":0,""paint"":136,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,reverse,500,429,547,500,terminal,251641503,3,base,core,"[""500""]","{""build"":229,""coverage"":0,""layout"":25,""paint"":140,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,replace-subtree,500,2348,3048,500,terminal,251641503,3,base,core,"[""500""]","{""build"":2120,""coverage"":0,""layout"":26,""paint"":153,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,one-label,500,475,700,500,terminal,251641503,3,base,core,"[""500""]","{""build"":316,""coverage"":0,""layout"":0,""paint"":130,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,all-labels,500,623,937,500,terminal,251641503,3,base,core,"[""500""]","{""build"":461,""coverage"":0,""layout"":0,""paint"":135,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,reverse,500,533,816,500,terminal,251641503,3,base,core,"[""500""]","{""build"":351,""coverage"":0,""layout"":8,""paint"":134,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,replace-subtree,500,2650,3537,500,terminal,251641503,3,base,core,"[""500""]","{""build"":2399,""coverage"":0,""layout"":28,""paint"":156,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
dashboard,mount-first-frame,500,664,905,500,terminal,,3,candidate,core,"[""500""]",,,,,,,,
agent,mount-first-frame,500,170,235,500,terminal,,3,candidate,core,"[""500""]",,,,,,,,
files,mount-first-frame,500,360,548,500,terminal,,3,candidate,core,"[""500""]",,,,,,,,
editor,mount-first-frame,500,180,267,500,terminal,,3,candidate,core,"[""500""]",,,,,,,,
finance,mount-first-frame,500,23708,24559,500,terminal,,3,candidate,core,"[""500""]",,,,,,,,
board-16-keyed-false,one-label,500,32,45,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":6,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,all-labels,500,40,48,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,reverse,500,43,54,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":1,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,replace-subtree,500,82,106,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":40,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,one-label,500,46,60,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":19,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,all-labels,500,54,71,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":27,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,reverse,500,50,63,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":21,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,replace-subtree,500,97,128,500,terminal,1359462507,3,candidate,core,"[""500""]","{""build"":54,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,one-label,500,78,100,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":18,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,all-labels,500,118,158,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":54,""coverage"":0,""layout"":0,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,reverse,500,122,156,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":54,""coverage"":0,""layout"":3,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,replace-subtree,500,298,472,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":226,""coverage"":0,""layout"":5,""paint"":43,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,one-label,500,136,158,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":75,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,all-labels,500,178,216,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":113,""coverage"":0,""layout"":0,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,reverse,500,155,260,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":86,""coverage"":0,""layout"":2,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,replace-subtree,500,357,496,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":282,""coverage"":0,""layout"":5,""paint"":43,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,one-label,500,221,294,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":68,""coverage"":0,""layout"":0,""paint"":128,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,all-labels,500,377,459,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":214,""coverage"":0,""layout"":0,""paint"":135,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,reverse,500,425,534,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":223,""coverage"":0,""layout"":23,""paint"":139,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,replace-subtree,500,2258,2931,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":2031,""coverage"":0,""layout"":26,""paint"":151,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,one-label,500,475,737,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":312,""coverage"":0,""layout"":0,""paint"":134,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,all-labels,500,624,873,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":455,""coverage"":0,""layout"":0,""paint"":139,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,reverse,500,536,770,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":349,""coverage"":0,""layout"":9,""paint"":139,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,replace-subtree,500,2520,3237,500,terminal,251641503,3,candidate,core,"[""500""]","{""build"":2298,""coverage"":0,""layout"":28,""paint"":152,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,one-label,500,90,149,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":5,""coverage"":12,""layout"":0,""paint"":6,""semanticDiff"":4,""semanticEncode"":5,""semanticTree"":27,""semantics"":50}",,,,,,,
board-16-keyed-false,all-labels,500,256,359,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":14,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":67,""semanticTree"":29,""semantics"":128}",,,,,,,
board-16-keyed-false,reverse,500,260,367,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":15,""coverage"":24,""layout"":1,""paint"":7,""semanticDiff"":5,""semanticEncode"":68,""semanticTree"":29,""semantics"":130}",,,,,,,
board-16-keyed-false,replace-subtree,500,345,455,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":46,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":105,""semanticTree"":32,""semantics"":170}",,,,,,,
board-16-keyed-true,one-label,500,99,134,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":19,""coverage"":12,""layout"":0,""paint"":6,""semanticDiff"":4,""semanticEncode"":4,""semanticTree"":24,""semantics"":47}",,,,,,,
board-16-keyed-true,all-labels,500,255,336,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":28,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":57,""semanticTree"":26,""semantics"":115}",,,,,,,
board-16-keyed-true,reverse,500,268,342,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":21,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":76,""semanticTree"":26,""semantics"":134}",,,,,,,
board-16-keyed-true,replace-subtree,500,320,426,500,structured,1359462507,3,base,core,"[""500"",""structured""]","{""build"":59,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":78,""semanticTree"":28,""semantics"":138}",,,,,,,
board-64-keyed-false,one-label,500,218,310,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":19,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":90,""semantics"":129}",,,,,,,
board-64-keyed-false,all-labels,500,762,949,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":56,""coverage"":47,""layout"":0,""paint"":39,""semanticDiff"":21,""semanticEncode"":263,""semanticTree"":98,""semantics"":437}",,,,,,,
board-64-keyed-false,reverse,500,761,976,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":56,""coverage"":46,""layout"":3,""paint"":39,""semanticDiff"":21,""semanticEncode"":261,""semanticTree"":98,""semantics"":434}",,,,,,,
board-64-keyed-false,replace-subtree,500,1137,1400,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":248,""coverage"":47,""layout"":5,""paint"":44,""semanticDiff"":21,""semanticEncode"":420,""semanticTree"":118,""semantics"":608}",,,,,,,
board-64-keyed-true,one-label,500,265,366,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":77,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":79,""semantics"":117}",,,,,,,
board-64-keyed-true,all-labels,500,755,993,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":115,""coverage"":47,""layout"":0,""paint"":39,""semanticDiff"":20,""semanticEncode"":214,""semanticTree"":84,""semantics"":372}",,,,,,,
board-64-keyed-true,reverse,500,776,981,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":87,""coverage"":47,""layout"":2,""paint"":39,""semanticDiff"":22,""semanticEncode"":264,""semanticTree"":83,""semantics"":420}",,,,,,,
board-64-keyed-true,replace-subtree,500,1075,1362,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":313,""coverage"":47,""layout"":5,""paint"":44,""semanticDiff"":21,""semanticEncode"":307,""semanticTree"":100,""semantics"":480}",,,,,,,
board-256-keyed-false,one-label,500,692,840,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":72,""coverage"":24,""layout"":0,""paint"":132,""semanticDiff"":70,""semanticEncode"":6,""semanticTree"":344,""semantics"":448}",,,,,,,
board-256-keyed-false,all-labels,500,2291,2553,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":240,""coverage"":59,""layout"":0,""paint"":140,""semanticDiff"":97,""semanticEncode"":1081,""semanticTree"":393,""semantics"":1660}",,,,,,,
board-256-keyed-false,reverse,500,2338,2604,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":244,""coverage"":58,""layout"":25,""paint"":144,""semanticDiff"":98,""semanticEncode"":1081,""semanticTree"":391,""semantics"":1656}",,,,,,,
board-256-keyed-false,replace-subtree,500,5260,5870,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":2244,""coverage"":60,""layout"":30,""paint"":160,""semanticDiff"":107,""semanticEncode"":1872,""semanticTree"":467,""semantics"":2521}",,,,,,,
board-256-keyed-true,one-label,500,916,1255,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":317,""coverage"":26,""layout"":0,""paint"":134,""semanticDiff"":71,""semanticEncode"":5,""semanticTree"":314,""semantics"":420}",,,,,,,
board-256-keyed-true,all-labels,500,2226,2772,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":478,""coverage"":59,""layout"":0,""paint"":141,""semanticDiff"":92,""semanticEncode"":842,""semanticTree"":339,""semantics"":1362}",,,,,,,
board-256-keyed-true,reverse,500,1709,2213,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":361,""coverage"":58,""layout"":9,""paint"":141,""semanticDiff"":80,""semanticEncode"":460,""semanticTree"":322,""semantics"":936}",,,,,,,
board-256-keyed-true,replace-subtree,500,4860,5747,500,structured,251641503,3,base,core,"[""500"",""structured""]","{""build"":2492,""coverage"":58,""layout"":29,""paint"":159,""semanticDiff"":102,""semanticEncode"":1288,""semanticTree"":404,""semantics"":1865}",,,,,,,
board-16-keyed-false,one-label,500,96,154,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":6,""coverage"":13,""layout"":0,""paint"":7,""semanticDiff"":4,""semanticEncode"":5,""semanticTree"":30,""semantics"":54}",,,,,,,
board-16-keyed-false,all-labels,500,256,347,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":14,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":67,""semanticTree"":30,""semantics"":130}",,,,,,,
board-16-keyed-false,reverse,500,260,351,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":15,""coverage"":24,""layout"":1,""paint"":7,""semanticDiff"":5,""semanticEncode"":68,""semanticTree"":29,""semantics"":130}",,,,,,,
board-16-keyed-false,replace-subtree,500,346,454,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":42,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":108,""semanticTree"":34,""semantics"":176}",,,,,,,
board-16-keyed-true,one-label,500,104,131,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":21,""coverage"":12,""layout"":0,""paint"":6,""semanticDiff"":4,""semanticEncode"":4,""semanticTree"":25,""semantics"":48}",,,,,,,
board-16-keyed-true,all-labels,500,256,315,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":29,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":57,""semanticTree"":25,""semantics"":115}",,,,,,,
board-16-keyed-true,reverse,500,271,349,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":22,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":77,""semanticTree"":25,""semantics"":136}",,,,,,,
board-16-keyed-true,replace-subtree,500,323,431,500,structured,1359462507,3,candidate,core,"[""500"",""structured""]","{""build"":57,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":81,""semanticTree"":28,""semantics"":142}",,,,,,,
board-64-keyed-false,one-label,500,219,302,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":18,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":90,""semantics"":130}",,,,,,,
board-64-keyed-false,all-labels,500,760,933,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":55,""coverage"":47,""layout"":0,""paint"":38,""semanticDiff"":21,""semanticEncode"":264,""semanticTree"":98,""semantics"":438}",,,,,,,
board-64-keyed-false,reverse,500,755,960,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":56,""coverage"":47,""layout"":3,""paint"":39,""semanticDiff"":21,""semanticEncode"":261,""semanticTree"":98,""semantics"":433}",,,,,,,
board-64-keyed-false,replace-subtree,500,1109,1430,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":232,""coverage"":47,""layout"":5,""paint"":43,""semanticDiff"":22,""semanticEncode"":421,""semanticTree"":118,""semantics"":608}",,,,,,,
board-64-keyed-true,one-label,500,269,389,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":79,""coverage"":15,""layout"":0,""paint"":38,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":79,""semantics"":119}",,,,,,,
board-64-keyed-true,all-labels,500,757,948,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":116,""coverage"":47,""layout"":0,""paint"":39,""semanticDiff"":20,""semanticEncode"":215,""semanticTree"":85,""semantics"":374}",,,,,,,
board-64-keyed-true,reverse,500,795,1004,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":88,""coverage"":47,""layout"":2,""paint"":41,""semanticDiff"":24,""semanticEncode"":271,""semanticTree"":86,""semantics"":433}",,,,,,,
board-64-keyed-true,replace-subtree,500,1051,1292,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":290,""coverage"":47,""layout"":6,""paint"":43,""semanticDiff"":21,""semanticEncode"":312,""semanticTree"":102,""semantics"":485}",,,,,,,
board-256-keyed-false,one-label,500,697,852,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":71,""coverage"":25,""layout"":0,""paint"":132,""semanticDiff"":71,""semanticEncode"":6,""semanticTree"":350,""semantics"":456}",,,,,,,
board-256-keyed-false,all-labels,500,2304,2916,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":233,""coverage"":59,""layout"":0,""paint"":140,""semanticDiff"":98,""semanticEncode"":1094,""semanticTree"":399,""semantics"":1675}",,,,,,,
board-256-keyed-false,reverse,500,2321,2688,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":237,""coverage"":58,""layout"":25,""paint"":143,""semanticDiff"":99,""semanticEncode"":1084,""semanticTree"":389,""semantics"":1656}",,,,,,,
board-256-keyed-false,replace-subtree,500,5174,6181,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":2096,""coverage"":62,""layout"":33,""paint"":161,""semanticDiff"":109,""semanticEncode"":1909,""semanticTree"":479,""semantics"":2569}",,,,,,,
board-256-keyed-true,one-label,500,894,1234,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":310,""coverage"":26,""layout"":0,""paint"":133,""semanticDiff"":72,""semanticEncode"":6,""semanticTree"":307,""semantics"":412}",,,,,,,
board-256-keyed-true,all-labels,500,2199,2701,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":465,""coverage"":58,""layout"":0,""paint"":138,""semanticDiff"":93,""semanticEncode"":836,""semanticTree"":334,""semantics"":1352}",,,,,,,
board-256-keyed-true,reverse,500,1690,2162,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":350,""coverage"":59,""layout"":10,""paint"":140,""semanticDiff"":82,""semanticEncode"":465,""semanticTree"":318,""semantics"":932}",,,,,,,
board-256-keyed-true,replace-subtree,500,4642,5464,500,structured,251641503,3,candidate,core,"[""500"",""structured""]","{""build"":2312,""coverage"":59,""layout"":27,""paint"":154,""semanticDiff"":101,""semanticEncode"":1274,""semanticTree"":399,""semantics"":1844}",,,,,,,
,ignored-key,1000,612,767,,,1009535925,3,base,input,"[""1000""]",,dashboard,892,0,0,0,378,0
,pointer-idle,1000,613,770,,,1009535925,3,base,input,"[""1000""]",,dashboard,874,0,0,0,378,0
,tab,1000,595,760,,,1009535925,3,base,input,"[""1000""]",,dashboard,869,0,0,0,378,0
,ignored-key,1000,271,389,,,1443703781,3,base,input,"[""1000""]",,files,462,0,0,0,179,0
,pointer-idle,1000,274,396,,,1443703781,3,base,input,"[""1000""]",,files,479,0,0,0,179,0
,tab,1000,294,477,,,1443703781,3,base,input,"[""1000""]",,files,1016,0,0,0,179,0
,selection,1000,430,598,,,518885909,3,base,input,"[""1000""]",,files,661,1000,1000,1533000,179,1000
,ignored-key,1000,182,271,,,2474313173,3,base,input,"[""1000""]",,forms,352,1,0,0,86,0
,pointer-idle,1000,176,256,,,2474313173,3,base,input,"[""1000""]",,forms,321,1,0,0,86,0
,tab,1000,479,643,,,2347066757,3,base,input,"[""1000""]",,forms,704,1000,1000,1634000,86,1000
,typing,1000,426,585,,,2461209369,3,base,input,"[""1000""]",,forms,693,1002,1000,844500,86,1000
,ignored-key,1000,619,761,,,1009535925,3,candidate,input,"[""1000""]",,dashboard,869,0,0,0,378,0
,pointer-idle,1000,613,748,,,1009535925,3,candidate,input,"[""1000""]",,dashboard,868,0,0,0,378,0
,tab,1000,613,770,,,1009535925,3,candidate,input,"[""1000""]",,dashboard,852,0,0,0,378,0
,ignored-key,1000,273,379,,,1443703781,3,candidate,input,"[""1000""]",,files,446,0,0,0,179,0
,pointer-idle,1000,270,374,,,1443703781,3,candidate,input,"[""1000""]",,files,445,0,0,0,179,0
,tab,1000,278,384,,,1443703781,3,candidate,input,"[""1000""]",,files,438,0,0,0,179,0
,selection,1000,444,602,,,518885909,3,candidate,input,"[""1000""]",,files,698,1000,1000,1533000,179,1000
,ignored-key,1000,180,251,,,2474313173,3,candidate,input,"[""1000""]",,forms,316,1,0,0,86,0
,pointer-idle,1000,177,245,,,2474313173,3,candidate,input,"[""1000""]",,forms,332,1,0,0,86,0
,tab,1000,482,644,,,2347066757,3,candidate,input,"[""1000""]",,forms,707,1000,1000,1634000,86,1000
,typing,1000,433,573,,,2461209369,3,candidate,input,"[""1000""]",,forms,673,1002,1000,844500,86,1000
