scenario,mode,iterations,medianUs,p95Us,changedFrames,surface,fingerprint,pair,version,suite,args,phasesUs,app,p99Us,plans,semanticFrames,semanticBytes,nodes,changedSnapshots
files,mount-first-frame,500,358,507,500,terminal,,2,candidate,core,"[""500""]",,,,,,,,
editor,mount-first-frame,500,173,250,500,terminal,,2,candidate,core,"[""500""]",,,,,,,,
finance,mount-first-frame,500,23248,25439,500,terminal,,2,candidate,core,"[""500""]",,,,,,,,
board-16-keyed-false,one-label,500,31,35,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":5,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,all-labels,500,40,46,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":13,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,reverse,500,42,46,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":1,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,replace-subtree,500,80,93,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":40,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,one-label,500,45,53,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":19,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,all-labels,500,53,66,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":27,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,reverse,500,50,60,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":22,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,replace-subtree,500,94,117,500,terminal,1359462507,2,candidate,core,"[""500""]","{""build"":53,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,one-label,500,77,96,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":17,""coverage"":0,""layout"":0,""paint"":36,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,all-labels,500,114,143,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":53,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,reverse,500,118,145,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":53,""coverage"":0,""layout"":3,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,replace-subtree,500,290,452,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":220,""coverage"":0,""layout"":5,""paint"":42,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,one-label,500,135,173,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":76,""coverage"":0,""layout"":0,""paint"":36,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,all-labels,500,172,218,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":110,""coverage"":0,""layout"":0,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,reverse,500,151,253,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":84,""coverage"":0,""layout"":2,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,replace-subtree,500,350,494,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":278,""coverage"":0,""layout"":5,""paint"":42,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,one-label,500,219,275,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":68,""coverage"":0,""layout"":0,""paint"":127,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,all-labels,500,363,457,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":207,""coverage"":0,""layout"":0,""paint"":132,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,reverse,500,412,523,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":218,""coverage"":0,""layout"":24,""paint"":137,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,replace-subtree,500,2238,2784,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":2003,""coverage"":0,""layout"":24,""paint"":147,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,one-label,500,452,644,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":301,""coverage"":0,""layout"":0,""paint"":127,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,all-labels,500,601,856,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":441,""coverage"":0,""layout"":0,""paint"":132,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,reverse,500,506,721,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":333,""coverage"":0,""layout"":8,""paint"":130,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,replace-subtree,500,2510,3179,500,terminal,251641503,2,candidate,core,"[""500""]","{""build"":2283,""coverage"":0,""layout"":26,""paint"":148,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
dashboard,mount-first-frame,500,652,882,500,terminal,,2,base,core,"[""500""]",,,,,,,,
agent,mount-first-frame,500,170,248,500,terminal,,2,base,core,"[""500""]",,,,,,,,
files,mount-first-frame,500,364,548,500,terminal,,2,base,core,"[""500""]",,,,,,,,
editor,mount-first-frame,500,172,255,500,terminal,,2,base,core,"[""500""]",,,,,,,,
finance,mount-first-frame,500,23023,24646,500,terminal,,2,base,core,"[""500""]",,,,,,,,
board-16-keyed-false,one-label,500,31,34,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":5,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,all-labels,500,40,45,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,reverse,500,41,46,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":14,""coverage"":0,""layout"":1,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,replace-subtree,500,84,107,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":43,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,one-label,500,45,51,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":19,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,all-labels,500,54,65,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":28,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,reverse,500,49,58,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":21,""coverage"":0,""layout"":0,""paint"":7,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-true,replace-subtree,500,100,126,500,terminal,1359462507,2,base,core,"[""500""]","{""build"":59,""coverage"":0,""layout"":1,""paint"":8,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,one-label,500,78,100,500,terminal,251641503,2,base,core,"[""500""]","{""build"":18,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,all-labels,500,113,140,500,terminal,251641503,2,base,core,"[""500""]","{""build"":52,""coverage"":0,""layout"":0,""paint"":37,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,reverse,500,120,157,500,terminal,251641503,2,base,core,"[""500""]","{""build"":54,""coverage"":0,""layout"":3,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-false,replace-subtree,500,309,473,500,terminal,251641503,2,base,core,"[""500""]","{""build"":238,""coverage"":0,""layout"":5,""paint"":42,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,one-label,500,146,560,500,terminal,251641503,2,base,core,"[""500""]","{""build"":83,""coverage"":0,""layout"":0,""paint"":39,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,all-labels,500,174,239,500,terminal,251641503,2,base,core,"[""500""]","{""build"":112,""coverage"":0,""layout"":0,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,reverse,500,151,222,500,terminal,251641503,2,base,core,"[""500""]","{""build"":84,""coverage"":0,""layout"":2,""paint"":38,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-64-keyed-true,replace-subtree,500,371,556,500,terminal,251641503,2,base,core,"[""500""]","{""build"":300,""coverage"":0,""layout"":5,""paint"":42,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,one-label,500,220,278,500,terminal,251641503,2,base,core,"[""500""]","{""build"":70,""coverage"":0,""layout"":0,""paint"":126,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,all-labels,500,366,451,500,terminal,251641503,2,base,core,"[""500""]","{""build"":212,""coverage"":0,""layout"":0,""paint"":130,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,reverse,500,404,501,500,terminal,251641503,2,base,core,"[""500""]","{""build"":215,""coverage"":0,""layout"":23,""paint"":133,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-false,replace-subtree,500,2289,3071,500,terminal,251641503,2,base,core,"[""500""]","{""build"":2071,""coverage"":0,""layout"":26,""paint"":150,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,one-label,500,469,731,500,terminal,251641503,2,base,core,"[""500""]","{""build"":313,""coverage"":0,""layout"":0,""paint"":129,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,all-labels,500,627,930,500,terminal,251641503,2,base,core,"[""500""]","{""build"":461,""coverage"":0,""layout"":0,""paint"":135,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,reverse,500,526,853,500,terminal,251641503,2,base,core,"[""500""]","{""build"":346,""coverage"":0,""layout"":8,""paint"":132,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-256-keyed-true,replace-subtree,500,2650,3677,500,terminal,251641503,2,base,core,"[""500""]","{""build"":2420,""coverage"":0,""layout"":28,""paint"":154,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
board-16-keyed-false,one-label,500,92,169,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":6,""coverage"":12,""layout"":0,""paint"":7,""semanticDiff"":4,""semanticEncode"":5,""semanticTree"":28,""semantics"":52}",,,,,,,
board-16-keyed-false,all-labels,500,269,469,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":15,""coverage"":26,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":71,""semanticTree"":31,""semantics"":136}",,,,,,,
board-16-keyed-false,reverse,500,283,956,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":17,""coverage"":26,""layout"":1,""paint"":8,""semanticDiff"":6,""semanticEncode"":73,""semanticTree"":32,""semantics"":141}",,,,,,,
board-16-keyed-false,replace-subtree,500,425,3093,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":47,""coverage"":27,""layout"":2,""paint"":9,""semanticDiff"":6,""semanticEncode"":119,""semanticTree"":39,""semantics"":202}",,,,,,,
board-16-keyed-true,one-label,500,106,197,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":21,""coverage"":13,""layout"":0,""paint"":7,""semanticDiff"":4,""semanticEncode"":5,""semanticTree"":26,""semantics"":50}",,,,,,,
board-16-keyed-true,all-labels,500,259,367,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":29,""coverage"":25,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":59,""semanticTree"":26,""semantics"":117}",,,,,,,
board-16-keyed-true,reverse,500,262,343,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":22,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":76,""semanticTree"":25,""semantics"":132}",,,,,,,
board-16-keyed-true,replace-subtree,500,308,455,500,structured,1359462507,2,candidate,core,"[""500"",""structured""]","{""build"":55,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":79,""semanticTree"":28,""semantics"":136}",,,,,,,
board-64-keyed-false,one-label,500,212,302,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":18,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":87,""semantics"":126}",,,,,,,
board-64-keyed-false,all-labels,500,732,958,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":54,""coverage"":47,""layout"":0,""paint"":38,""semanticDiff"":21,""semanticEncode"":256,""semanticTree"":96,""semantics"":422}",,,,,,,
board-64-keyed-false,reverse,500,737,934,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":55,""coverage"":47,""layout"":3,""paint"":39,""semanticDiff"":21,""semanticEncode"":256,""semanticTree"":96,""semantics"":422}",,,,,,,
board-64-keyed-false,replace-subtree,500,1079,1350,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":221,""coverage"":47,""layout"":5,""paint"":43,""semanticDiff"":21,""semanticEncode"":411,""semanticTree"":115,""semantics"":595}",,,,,,,
board-64-keyed-true,one-label,500,259,339,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":77,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":77,""semantics"":115}",,,,,,,
board-64-keyed-true,all-labels,500,732,953,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":112,""coverage"":46,""layout"":0,""paint"":38,""semanticDiff"":20,""semanticEncode"":210,""semanticTree"":81,""semantics"":361}",,,,,,,
board-64-keyed-true,reverse,500,753,952,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":85,""coverage"":46,""layout"":2,""paint"":38,""semanticDiff"":21,""semanticEncode"":258,""semanticTree"":81,""semantics"":408}",,,,,,,
board-64-keyed-true,replace-subtree,500,1008,1390,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":286,""coverage"":46,""layout"":5,""paint"":43,""semanticDiff"":20,""semanticEncode"":298,""semanticTree"":98,""semantics"":464}",,,,,,,
board-256-keyed-false,one-label,500,677,849,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":72,""coverage"":24,""layout"":0,""paint"":130,""semanticDiff"":69,""semanticEncode"":5,""semanticTree"":337,""semantics"":439}",,,,,,,
board-256-keyed-false,all-labels,500,2259,2576,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":239,""coverage"":58,""layout"":0,""paint"":139,""semanticDiff"":96,""semanticEncode"":1069,""semanticTree"":385,""semantics"":1643}",,,,,,,
board-256-keyed-false,reverse,500,2276,2571,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":242,""coverage"":57,""layout"":24,""paint"":141,""semanticDiff"":96,""semanticEncode"":1058,""semanticTree"":376,""semantics"":1621}",,,,,,,
board-256-keyed-false,replace-subtree,500,5008,5651,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":2115,""coverage"":58,""layout"":25,""paint"":151,""semanticDiff"":99,""semanticEncode"":1832,""semanticTree"":464,""semantics"":2459}",,,,,,,
board-256-keyed-true,one-label,500,892,1207,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":311,""coverage"":25,""layout"":0,""paint"":131,""semanticDiff"":72,""semanticEncode"":6,""semanticTree"":305,""semantics"":412}",,,,,,,
board-256-keyed-true,all-labels,500,2213,2676,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":469,""coverage"":58,""layout"":0,""paint"":140,""semanticDiff"":93,""semanticEncode"":837,""semanticTree"":336,""semantics"":1359}",,,,,,,
board-256-keyed-true,reverse,500,1682,2114,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":352,""coverage"":58,""layout"":9,""paint"":138,""semanticDiff"":79,""semanticEncode"":458,""semanticTree"":320,""semantics"":926}",,,,,,,
board-256-keyed-true,replace-subtree,500,4593,5473,500,structured,251641503,2,candidate,core,"[""500"",""structured""]","{""build"":2310,""coverage"":57,""layout"":25,""paint"":151,""semanticDiff"":98,""semanticEncode"":1257,""semanticTree"":397,""semantics"":1821}",,,,,,,
board-16-keyed-false,one-label,500,89,154,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":5,""coverage"":12,""layout"":0,""paint"":6,""semanticDiff"":4,""semanticEncode"":5,""semanticTree"":27,""semantics"":50}",,,,,,,
board-16-keyed-false,all-labels,500,251,349,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":14,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":67,""semanticTree"":29,""semantics"":127}",,,,,,,
board-16-keyed-false,reverse,500,257,355,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":15,""coverage"":24,""layout"":1,""paint"":7,""semanticDiff"":5,""semanticEncode"":67,""semanticTree"":29,""semantics"":129}",,,,,,,
board-16-keyed-false,replace-subtree,500,338,455,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":46,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":105,""semanticTree"":32,""semantics"":169}",,,,,,,
board-16-keyed-true,one-label,500,100,125,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":20,""coverage"":12,""layout"":0,""paint"":6,""semanticDiff"":4,""semanticEncode"":4,""semanticTree"":25,""semantics"":47}",,,,,,,
board-16-keyed-true,all-labels,500,246,316,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":28,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":56,""semanticTree"":26,""semantics"":112}",,,,,,,
board-16-keyed-true,reverse,500,265,352,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":22,""coverage"":24,""layout"":0,""paint"":7,""semanticDiff"":5,""semanticEncode"":76,""semanticTree"":26,""semantics"":134}",,,,,,,
board-16-keyed-true,replace-subtree,500,313,418,500,structured,1359462507,2,base,core,"[""500"",""structured""]","{""build"":58,""coverage"":24,""layout"":1,""paint"":8,""semanticDiff"":5,""semanticEncode"":79,""semanticTree"":28,""semantics"":137}",,,,,,,
board-64-keyed-false,one-label,500,217,285,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":19,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":90,""semantics"":130}",,,,,,,
board-64-keyed-false,all-labels,500,729,917,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":55,""coverage"":46,""layout"":0,""paint"":38,""semanticDiff"":21,""semanticEncode"":254,""semanticTree"":97,""semantics"":420}",,,,,,,
board-64-keyed-false,reverse,500,738,960,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":55,""coverage"":46,""layout"":3,""paint"":39,""semanticDiff"":21,""semanticEncode"":254,""semanticTree"":97,""semantics"":421}",,,,,,,
board-64-keyed-false,replace-subtree,500,1084,1422,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":239,""coverage"":46,""layout"":5,""paint"":43,""semanticDiff"":21,""semanticEncode"":404,""semanticTree"":116,""semantics"":588}",,,,,,,
board-64-keyed-true,one-label,500,265,378,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":78,""coverage"":15,""layout"":0,""paint"":37,""semanticDiff"":17,""semanticEncode"":5,""semanticTree"":79,""semantics"":118}",,,,,,,
board-64-keyed-true,all-labels,500,729,935,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":113,""coverage"":46,""layout"":0,""paint"":38,""semanticDiff"":20,""semanticEncode"":209,""semanticTree"":82,""semantics"":360}",,,,,,,
board-64-keyed-true,reverse,500,761,997,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":85,""coverage"":46,""layout"":2,""paint"":39,""semanticDiff"":22,""semanticEncode"":259,""semanticTree"":83,""semantics"":412}",,,,,,,
board-64-keyed-true,replace-subtree,500,1033,1350,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":300,""coverage"":46,""layout"":5,""paint"":43,""semanticDiff"":21,""semanticEncode"":298,""semanticTree"":101,""semantics"":468}",,,,,,,
board-256-keyed-false,one-label,500,676,839,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":72,""coverage"":24,""layout"":0,""paint"":128,""semanticDiff"":68,""semanticEncode"":5,""semanticTree"":341,""semantics"":440}",,,,,,,
board-256-keyed-false,all-labels,500,2229,2566,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":231,""coverage"":57,""layout"":0,""paint"":137,""semanticDiff"":93,""semanticEncode"":1053,""semanticTree"":381,""semantics"":1613}",,,,,,,
board-256-keyed-false,reverse,500,2302,2692,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":239,""coverage"":58,""layout"":24,""paint"":142,""semanticDiff"":95,""semanticEncode"":1069,""semanticTree"":387,""semantics"":1635}",,,,,,,
board-256-keyed-false,replace-subtree,500,5175,5850,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":2186,""coverage"":59,""layout"":28,""paint"":155,""semanticDiff"":100,""semanticEncode"":1844,""semanticTree"":465,""semantics"":2480}",,,,,,,
board-256-keyed-true,one-label,500,892,1215,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":309,""coverage"":26,""layout"":0,""paint"":129,""semanticDiff"":71,""semanticEncode"":5,""semanticTree"":306,""semantics"":414}",,,,,,,
board-256-keyed-true,all-labels,500,2279,4081,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":489,""coverage"":60,""layout"":0,""paint"":142,""semanticDiff"":96,""semanticEncode"":860,""semanticTree"":354,""semantics"":1398}",,,,,,,
board-256-keyed-true,reverse,500,1676,2206,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":352,""coverage"":58,""layout"":10,""paint"":139,""semanticDiff"":81,""semanticEncode"":456,""semanticTree"":318,""semantics"":923}",,,,,,,
board-256-keyed-true,replace-subtree,500,4935,6602,500,structured,251641503,2,base,core,"[""500"",""structured""]","{""build"":2474,""coverage"":61,""layout"":35,""paint"":164,""semanticDiff"":110,""semanticEncode"":1313,""semanticTree"":409,""semantics"":1909}",,,,,,,
,ignored-key,1000,619,773,,,1009535925,2,candidate,input,"[""1000""]",,dashboard,876,0,0,0,378,0
,pointer-idle,1000,627,792,,,1009535925,2,candidate,input,"[""1000""]",,dashboard,907,0,0,0,378,0
,tab,1000,658,872,,,1009535925,2,candidate,input,"[""1000""]",,dashboard,1408,0,0,0,378,0
,ignored-key,1000,293,450,,,1443703781,2,candidate,input,"[""1000""]",,files,743,0,0,0,179,0
,pointer-idle,1000,279,376,,,1443703781,2,candidate,input,"[""1000""]",,files,431,0,0,0,179,0
,tab,1000,282,381,,,1443703781,2,candidate,input,"[""1000""]",,files,460,0,0,0,179,0
,selection,1000,452,601,,,518885909,2,candidate,input,"[""1000""]",,files,704,1000,1000,1533000,179,1000
,ignored-key,1000,183,259,,,2474313173,2,candidate,input,"[""1000""]",,forms,320,1,0,0,86,0
,pointer-idle,1000,180,247,,,2474313173,2,candidate,input,"[""1000""]",,forms,340,1,0,0,86,0
,tab,1000,496,631,,,2347066757,2,candidate,input,"[""1000""]",,forms,686,1000,1000,1634000,86,1000
,typing,1000,445,575,,,2461209369,2,candidate,input,"[""1000""]",,forms,675,1002,1000,844500,86,1000
,ignored-key,1000,621,791,,,1009535925,2,base,input,"[""1000""]",,dashboard,882,0,0,0,378,0
,pointer-idle,1000,628,780,,,1009535925,2,base,input,"[""1000""]",,dashboard,887,0,0,0,378,0
,tab,1000,628,776,,,1009535925,2,base,input,"[""1000""]",,dashboard,880,0,0,0,378,0
,ignored-key,1000,284,385,,,1443703781,2,base,input,"[""1000""]",,files,449,0,0,0,179,0
,pointer-idle,1000,281,377,,,1443703781,2,base,input,"[""1000""]",,files,465,0,0,0,179,0
,tab,1000,282,394,,,1443703781,2,base,input,"[""1000""]",,files,487,0,0,0,179,0
,selection,1000,452,622,,,518885909,2,base,input,"[""1000""]",,files,740,1000,1000,1533000,179,1000
,ignored-key,1000,184,259,,,2474313173,2,base,input,"[""1000""]",,forms,366,1,0,0,86,0
,pointer-idle,1000,181,255,,,2474313173,2,base,input,"[""1000""]",,forms,325,1,0,0,86,0
,tab,1000,493,650,,,2347066757,2,base,input,"[""1000""]",,forms,728,1000,1000,1634000,86,1000
,typing,1000,441,570,,,2461209369,2,base,input,"[""1000""]",,forms,661,1002,1000,843500,86,1000
dashboard,mount-first-frame,500,688,882,500,terminal,,3,base,core,"[""500""]",,,,,,,,
agent,mount-first-frame,500,179,259,500,terminal,,3,base,core,"[""500""]",,,,,,,,
files,mount-first-frame,500,380,545,500,terminal,,3,base,core,"[""500""]",,,,,,,,
editor,mount-first-frame,500,180,281,500,terminal,,3,base,core,"[""500""]",,,,,,,,
finance,mount-first-frame,500,23728,25017,500,terminal,,3,base,core,"[""500""]",,,,,,,,
board-16-keyed-false,one-label,500,31,34,500,terminal,1359462507,3,base,core,"[""500""]","{""build"":5,""coverage"":0,""layout"":0,""paint"":6,""semanticDiff"":0,""semanticEncode"":0,""semanticTree"":0,""semantics"":0}",,,,,,,
