stage,variant,run,kind,lines,operation,frames,changedFrames,copiedUnits,fingerprint,medianUs,p95Us
wrap,ascii,0,plain,1000,drag,60,60,0,1797951353,103,122
wrap,ascii,0,plain,1000,copy,60,0,16730,4053437227,142,149
wrap,ascii,1,plain,1000,open,60,60,0,1830451483,2761,3051
wrap,ascii,1,plain,1000,rebuild-same,60,0,0,1830451483,76,93
wrap,ascii,1,plain,1000,rebuild-equal,60,0,0,1830451483,76,79
wrap,ascii,1,plain,1000,edit,60,60,0,37686951,2771,2878
wrap,ascii,1,plain,1000,resize,60,60,0,1830451483,1977,2096
wrap,ascii,1,plain,1000,drag,60,60,0,1797951353,102,109
wrap,ascii,1,plain,1000,copy,60,0,16730,4053437227,140,158
wrap,wrap,0,rich,1000,open,60,60,0,3858414627,7022,9011
wrap,wrap,0,rich,1000,rebuild-same,60,0,0,3858414627,97,116
wrap,wrap,0,rich,1000,rebuild-equal,60,0,0,3858414627,101,113
wrap,wrap,0,rich,1000,edit,60,60,0,2284405263,6984,9119
wrap,wrap,0,rich,1000,resize,60,60,0,3858414627,3848,4361
wrap,wrap,0,rich,1000,drag,60,60,0,3831988741,122,133
wrap,wrap,0,rich,1000,copy,60,0,16730,2752129767,157,166
wrap,wrap,1,rich,1000,open,60,60,0,3858414627,7057,8372
wrap,wrap,1,rich,1000,rebuild-same,60,0,0,3858414627,95,104
wrap,wrap,1,rich,1000,rebuild-equal,60,0,0,3858414627,96,103
wrap,wrap,1,rich,1000,edit,60,60,0,2284405263,6989,8242
wrap,wrap,1,rich,1000,resize,60,60,0,3858414627,3837,4342
wrap,wrap,1,rich,1000,drag,60,60,0,3831988741,122,136
wrap,wrap,1,rich,1000,copy,60,0,16730,2752129767,157,165
wrap,wrap,0,spans,1000,open,60,60,0,2232575019,7591,8755
wrap,wrap,0,spans,1000,rebuild-same,60,0,0,2232575019,127,142
wrap,wrap,0,spans,1000,rebuild-equal,60,0,0,2232575019,140,157
wrap,wrap,0,spans,1000,edit,60,60,0,4052510319,7977,9339
wrap,wrap,0,spans,1000,resize,60,60,0,2232575019,3958,4409
wrap,wrap,0,spans,1000,drag,60,60,0,2618650863,130,132
wrap,wrap,0,spans,1000,copy,60,0,16730,619799109,167,230
wrap,wrap,1,spans,1000,open,60,60,0,2232575019,7626,8485
wrap,wrap,1,spans,1000,rebuild-same,60,0,0,2232575019,129,137
wrap,wrap,1,spans,1000,rebuild-equal,60,0,0,2232575019,136,145
wrap,wrap,1,spans,1000,edit,60,60,0,4052510319,7801,9218
wrap,wrap,1,spans,1000,resize,60,60,0,2232575019,3852,4282
wrap,wrap,1,spans,1000,drag,60,60,0,2618650863,123,137
wrap,wrap,1,spans,1000,copy,60,0,16730,619799109,162,175
wrap,wrap,0,plain,1000,open,60,60,0,1830451483,2759,2911
wrap,wrap,0,plain,1000,rebuild-same,60,0,0,1830451483,77,85
wrap,wrap,0,plain,1000,rebuild-equal,60,0,0,1830451483,77,88
wrap,wrap,0,plain,1000,edit,60,60,0,37686951,2734,3000
wrap,wrap,0,plain,1000,resize,60,60,0,1830451483,1939,2103
wrap,wrap,0,plain,1000,drag,60,60,0,1797951353,105,119
wrap,wrap,0,plain,1000,copy,60,0,16730,4053437227,143,151
wrap,wrap,1,plain,1000,open,60,60,0,1830451483,2795,2950
wrap,wrap,1,plain,1000,rebuild-same,60,0,0,1830451483,82,98
wrap,wrap,1,plain,1000,rebuild-equal,60,0,0,1830451483,82,94
wrap,wrap,1,plain,1000,edit,60,60,0,37686951,2749,2907
wrap,wrap,1,plain,1000,resize,60,60,0,1830451483,1951,2073
wrap,wrap,1,plain,1000,drag,60,60,0,1797951353,106,112
wrap,wrap,1,plain,1000,copy,60,0,16730,4053437227,139,153
copy,wrap,0,rich,1000,open,20,20,0,3858414627,7664,9397
copy,wrap,0,rich,1000,rebuild-same,20,0,0,3858414627,103,105
copy,wrap,0,rich,1000,rebuild-equal,20,0,0,3858414627,103,127
copy,wrap,0,rich,1000,edit,20,20,0,2284405263,7292,9887
copy,wrap,0,rich,1000,resize,20,20,0,3858414627,4031,4475
copy,wrap,0,rich,1000,drag,20,20,0,3831988741,132,134
copy,wrap,0,rich,1000,copy,20,0,7170,2752129767,169,182
copy,wrap,1,rich,1000,open,20,20,0,3858414627,8123,9733
copy,wrap,1,rich,1000,rebuild-same,20,0,0,3858414627,102,156
copy,wrap,1,rich,1000,rebuild-equal,20,0,0,3858414627,101,115
copy,wrap,1,rich,1000,edit,20,20,0,2284405263,8751,11926
copy,wrap,1,rich,1000,resize,20,20,0,3858414627,4160,5679
copy,wrap,1,rich,1000,drag,20,20,0,3831988741,127,131
copy,wrap,1,rich,1000,copy,20,0,7170,2752129767,164,177
copy,wrap,0,rich,10000,open,20,20,0,3858414627,86294,102857
copy,wrap,0,rich,10000,rebuild-same,20,0,0,3858414627,102,105
copy,wrap,0,rich,10000,rebuild-equal,20,0,0,3858414627,102,105
copy,wrap,0,rich,10000,edit,20,20,0,2284405263,100058,121181
copy,wrap,0,rich,10000,resize,20,20,0,3858414627,52330,65321
copy,wrap,0,rich,10000,drag,20,20,0,2060027205,410,447
copy,wrap,0,rich,10000,copy,20,0,7170,2685947361,1590,2909
copy,wrap,1,rich,10000,open,20,20,0,3858414627,72978,79120
copy,wrap,1,rich,10000,rebuild-same,20,0,0,3858414627,99,125
copy,wrap,1,rich,10000,rebuild-equal,20,0,0,3858414627,102,104
copy,wrap,1,rich,10000,edit,20,20,0,2284405263,78087,103734
copy,wrap,1,rich,10000,resize,20,20,0,3858414627,45953,50740
copy,wrap,1,rich,10000,drag,20,20,0,2060027205,390,401
copy,wrap,1,rich,10000,copy,20,0,7170,2685947361,860,981
copy,wrap,0,plain,1000,open,20,20,0,1830451483,3539,9049
copy,wrap,0,plain,1000,rebuild-same,20,0,0,1830451483,84,88
copy,wrap,0,plain,1000,rebuild-equal,20,0,0,1830451483,83,86
copy,wrap,0,plain,1000,edit,20,20,0,37686951,2988,3958
copy,wrap,0,plain,1000,resize,20,20,0,1830451483,2135,3269
copy,wrap,0,plain,1000,drag,20,20,0,1797951353,110,111
copy,wrap,0,plain,1000,copy,20,0,7170,4053437227,145,182
copy,wrap,1,plain,1000,open,20,20,0,1830451483,3001,3064
copy,wrap,1,plain,1000,rebuild-same,20,0,0,1830451483,81,94
copy,wrap,1,plain,1000,rebuild-equal,20,0,0,1830451483,91,151
copy,wrap,1,plain,1000,edit,20,20,0,37686951,3015,3328
copy,wrap,1,plain,1000,resize,20,20,0,1830451483,2107,2295
copy,wrap,1,plain,1000,drag,20,20,0,1797951353,109,132
copy,wrap,1,plain,1000,copy,20,0,7170,4053437227,152,153
copy,wrap,0,plain,10000,open,20,20,0,1830451483,31838,34942
copy,wrap,0,plain,10000,rebuild-same,20,0,0,1830451483,82,87
copy,wrap,0,plain,10000,rebuild-equal,20,0,0,1830451483,83,85
copy,wrap,0,plain,10000,edit,20,20,0,37686951,33687,45875
copy,wrap,0,plain,10000,resize,20,20,0,1830451483,24784,35966
copy,wrap,0,plain,10000,drag,20,20,0,2724726841,384,393
copy,wrap,0,plain,10000,copy,20,0,7170,1404687173,1230,3206
copy,wrap,1,plain,10000,open,20,20,0,1830451483,31303,36896
copy,wrap,1,plain,10000,rebuild-same,20,0,0,1830451483,81,104
copy,wrap,1,plain,10000,rebuild-equal,20,0,0,1830451483,81,83
copy,wrap,1,plain,10000,edit,20,20,0,37686951,31790,34804
copy,wrap,1,plain,10000,resize,20,20,0,1830451483,20730,22262
copy,wrap,1,plain,10000,drag,20,20,0,2724726841,351,417
copy,wrap,1,plain,10000,copy,20,0,7170,1404687173,786,1672
copy,copy,0,rich,1000,open,20,20,0,3858414627,8923,10028
copy,copy,0,rich,1000,rebuild-same,20,0,0,3858414627,109,119
copy,copy,0,rich,1000,rebuild-equal,20,0,0,3858414627,106,131
copy,copy,0,rich,1000,edit,20,20,0,2284405263,9631,14126
copy,copy,0,rich,1000,resize,20,20,0,3858414627,4225,5232
copy,copy,0,rich,1000,drag,20,20,0,3831988741,131,132
copy,copy,0,rich,1000,copy,20,0,7170,2752129767,136,141
copy,copy,1,rich,1000,open,20,20,0,3858414627,8725,11333
copy,copy,1,rich,1000,rebuild-same,20,0,0,3858414627,116,441
copy,copy,1,rich,1000,rebuild-equal,20,0,0,3858414627,155,568
copy,copy,1,rich,1000,edit,20,20,0,2284405263,8209,11851
copy,copy,1,rich,1000,resize,20,20,0,3858414627,4097,4554
copy,copy,1,rich,1000,drag,20,20,0,3831988741,133,144
copy,copy,1,rich,1000,copy,20,0,7170,2752129767,132,134
copy,copy,0,rich,10000,open,20,20,0,3858414627,87590,98312
copy,copy,0,rich,10000,rebuild-same,20,0,0,3858414627,104,107
copy,copy,0,rich,10000,rebuild-equal,20,0,0,3858414627,151,1281
copy,copy,0,rich,10000,edit,20,20,0,2284405263,94674,116686
copy,copy,0,rich,10000,resize,20,20,0,3858414627,53680,82971
copy,copy,0,rich,10000,drag,20,20,0,2060027205,403,411
copy,copy,0,rich,10000,copy,20,0,7170,2685947361,472,539
copy,copy,1,rich,10000,open,20,20,0,3858414627,77610,93363
copy,copy,1,rich,10000,rebuild-same,20,0,0,3858414627,96,124
copy,copy,1,rich,10000,rebuild-equal,20,0,0,3858414627,98,99
copy,copy,1,rich,10000,edit,20,20,0,2284405263,78020,98377
copy,copy,1,rich,10000,resize,20,20,0,3858414627,43995,47518
copy,copy,1,rich,10000,drag,20,20,0,2060027205,372,410
copy,copy,1,rich,10000,copy,20,0,7170,2685947361,426,441
copy,copy,0,plain,1000,open,20,20,0,1830451483,3029,3935
copy,copy,0,plain,1000,rebuild-same,20,0,0,1830451483,83,101
copy,copy,0,plain,1000,rebuild-equal,20,0,0,1830451483,93,99
copy,copy,0,plain,1000,edit,20,20,0,37686951,3257,4441
copy,copy,0,plain,1000,resize,20,20,0,1830451483,2130,2510
copy,copy,0,plain,1000,drag,20,20,0,1797951353,112,115
copy,copy,0,plain,1000,copy,20,0,7170,4053437227,117,119
copy,copy,1,plain,1000,open,20,20,0,1830451483,2958,3593
copy,copy,1,plain,1000,rebuild-same,20,0,0,1830451483,79,96
copy,copy,1,plain,1000,rebuild-equal,20,0,0,1830451483,90,96
copy,copy,1,plain,1000,edit,20,20,0,37686951,3074,3319
copy,copy,1,plain,1000,resize,20,20,0,1830451483,2091,2286
copy,copy,1,plain,1000,drag,20,20,0,1797951353,110,120
copy,copy,1,plain,1000,copy,20,0,7170,4053437227,115,116
copy,copy,0,plain,10000,open,20,20,0,1830451483,31726,38123
copy,copy,0,plain,10000,rebuild-same,20,0,0,1830451483,83,139
copy,copy,0,plain,10000,rebuild-equal,20,0,0,1830451483,82,83
copy,copy,0,plain,10000,edit,20,20,0,37686951,32049,36375
copy,copy,0,plain,10000,resize,20,20,0,1830451483,22865,26202
copy,copy,0,plain,10000,drag,20,20,0,2724726841,370,467
copy,copy,0,plain,10000,copy,20,0,7170,1404687173,441,993
copy,copy,1,plain,10000,open,20,20,0,1830451483,28990,30061
copy,copy,1,plain,10000,rebuild-same,20,0,0,1830451483,77,81
copy,copy,1,plain,10000,rebuild-equal,20,0,0,1830451483,80,93
copy,copy,1,plain,10000,edit,20,20,0,37686951,30842,33056
copy,copy,1,plain,10000,resize,20,20,0,1830451483,22241,23924
copy,copy,1,plain,10000,drag,20,20,0,2724726841,378,393
copy,copy,1,plain,10000,copy,20,0,7170,1404687173,433,600
characters,copy,0,rich,1000,open,60,60,0,3858414627,7641,10138
characters,copy,0,rich,1000,rebuild-same,60,0,0,3858414627,99,120
characters,copy,0,rich,1000,rebuild-equal,60,0,0,3858414627,100,105
characters,copy,0,rich,1000,edit,60,60,0,2284405263,7567,10233
characters,copy,0,rich,1000,resize,60,60,0,3858414627,4011,4341
characters,copy,0,rich,1000,drag,60,60,0,3831988741,123,134
characters,copy,0,rich,1000,copy,60,0,16730,2752129767,131,135
characters,copy,1,rich,1000,open,60,60,0,3858414627,8085,12491
characters,copy,1,rich,1000,rebuild-same,60,0,0,3858414627,102,116
characters,copy,1,rich,1000,rebuild-equal,60,0,0,3858414627,102,110
characters,copy,1,rich,1000,edit,60,60,0,2284405263,8344,12357
characters,copy,1,rich,1000,resize,60,60,0,3858414627,4089,5798
characters,copy,1,rich,1000,drag,60,60,0,3831988741,132,225
characters,copy,1,rich,1000,copy,60,0,16730,2752129767,138,144
characters,copy,0,rich,10000,resize,60,60,0,3858414627,44756,47139
characters,copy,1,rich,10000,resize,60,60,0,3858414627,46958,53561
characters,copy,0,spans,1000,open,60,60,0,2232575019,8191,9659
characters,copy,0,spans,1000,rebuild-same,60,0,0,2232575019,128,170
characters,copy,0,spans,1000,rebuild-equal,60,0,0,2232575019,138,280
characters,copy,0,spans,1000,edit,60,60,0,4052510319,8537,10070
characters,copy,0,spans,1000,resize,60,60,0,2232575019,4006,4468
characters,copy,0,spans,1000,drag,60,60,0,2618650863,125,149
characters,copy,0,spans,1000,copy,60,0,16730,619799109,131,133
characters,copy,1,spans,1000,open,60,60,0,2232575019,10035,19213
characters,copy,1,spans,1000,rebuild-same,60,0,0,2232575019,201,332
characters,copy,1,spans,1000,rebuild-equal,60,0,0,2232575019,150,154
characters,copy,1,spans,1000,edit,60,60,0,4052510319,11989,19570
characters,copy,1,spans,1000,resize,60,60,0,2232575019,4111,4762
characters,copy,1,spans,1000,drag,60,60,0,2618650863,131,174
characters,copy,1,spans,1000,copy,60,0,16730,619799109,137,146
characters,copy,0,spans,10000,resize,60,60,0,2232575019,58500,71698
characters,copy,1,spans,10000,resize,60,60,0,2232575019,46288,51027
characters,characters,0,rich,1000,open,60,60,0,3858414627,6831,9342
characters,characters,0,rich,1000,rebuild-same,60,0,0,3858414627,99,111
characters,characters,0,rich,1000,rebuild-equal,60,0,0,3858414627,98,117
characters,characters,0,rich,1000,edit,60,60,0,2284405263,6855,9089
characters,characters,0,rich,1000,resize,60,60,0,3858414627,3366,3566
characters,characters,0,rich,1000,drag,60,60,0,3831988741,125,136
characters,characters,0,rich,1000,copy,60,0,16730,2752129767,135,154
characters,characters,1,rich,1000,open,60,60,0,3858414627,7973,11606
characters,characters,1,rich,1000,rebuild-same,60,0,0,3858414627,104,479
characters,characters,1,rich,1000,rebuild-equal,60,0,0,3858414627,102,113
characters,characters,1,rich,1000,edit,60,60,0,2284405263,7500,13008
characters,characters,1,rich,1000,resize,60,60,0,3858414627,3484,3915
characters,characters,1,rich,1000,drag,60,60,0,3831988741,131,173
characters,characters,1,rich,1000,copy,60,0,16730,2752129767,138,142
characters,characters,0,rich,10000,resize,60,60,0,3858414627,40482,51847
characters,characters,1,rich,10000,resize,60,60,0,3858414627,40595,46208
characters,characters,0,spans,1000,open,60,60,0,2232575019,7328,8286
characters,characters,0,spans,1000,rebuild-same,60,0,0,2232575019,135,139
characters,characters,0,spans,1000,rebuild-equal,60,0,0,2232575019,141,292
characters,characters,0,spans,1000,edit,60,60,0,4052510319,7730,8946
characters,characters,0,spans,1000,resize,60,60,0,2232575019,3387,3684
characters,characters,0,spans,1000,drag,60,60,0,2618650863,125,139
characters,characters,0,spans,1000,copy,60,0,16730,619799109,132,148
characters,characters,1,spans,1000,open,60,60,0,2232575019,10278,14921
characters,characters,1,spans,1000,rebuild-same,60,0,0,2232575019,138,537
characters,characters,1,spans,1000,rebuild-equal,60,0,0,2232575019,148,744
characters,characters,1,spans,1000,edit,60,60,0,4052510319,10159,13819
characters,characters,1,spans,1000,resize,60,60,0,2232575019,3506,5850
characters,characters,1,spans,1000,drag,60,60,0,2618650863,128,145
characters,characters,1,spans,1000,copy,60,0,16730,619799109,137,150
characters,characters,0,spans,10000,resize,60,60,0,2232575019,54917,78679
characters,characters,1,spans,10000,resize,60,60,0,2232575019,44615,56857
break-comparison-trial,characters,0,rich,1000,resize,100,100,0,3858414627,3334,3828
break-comparison-trial,characters,1,rich,1000,resize,100,100,0,3858414627,3426,3695
break-comparison-trial,characters,2,rich,1000,resize,100,100,0,3858414627,3338,3659
break-comparison-trial,characters,0,rich,10000,resize,100,100,0,3858414627,38341,42087
break-comparison-trial,characters,1,rich,10000,resize,100,100,0,3858414627,37093,40926
break-comparison-trial,characters,2,rich,10000,resize,100,100,0,3858414627,36526,40635
break-comparison-trial,breakcheck,0,rich,1000,resize,100,100,0,3858414627,3229,3611
break-comparison-trial,breakcheck,1,rich,1000,resize,100,100,0,3858414627,3262,3620
break-comparison-trial,breakcheck,2,rich,1000,resize,100,100,0,3858414627,3180,3571
break-comparison-trial,breakcheck,0,rich,10000,resize,100,100,0,3858414627,37194,41354
break-comparison-trial,breakcheck,1,rich,10000,resize,100,100,0,3858414627,35276,39278
break-comparison-trial,breakcheck,2,rich,10000,resize,100,100,0,3858414627,37017,49633
selection-length,final2-after,0,plain,1000,drag,200,200,0,1797951353,102,112
selection-length,final2-after,1,plain,1000,drag,200,200,0,1797951353,106,114
selection-length,final2-after,0,plain,1000,copy,200,0,50190,4053437227,108,116
selection-length,final2-after,1,plain,1000,copy,200,0,50190,4053437227,108,120
selection-length,final2-after,0,plain,1000,copy-all,200,0,15329790,2704721301,152,191
selection-length,final2-after,1,plain,1000,copy-all,200,0,15329790,2704721301,152,174
selection-length,final2-after,0,plain,10000,drag,200,200,0,2724726841,350,389
selection-length,final2-after,1,plain,10000,drag,200,200,0,2724726841,350,375
selection-length,final2-after,0,plain,10000,copy,200,0,50190,1404687173,403,454
selection-length,final2-after,1,plain,10000,copy,200,0,50190,1404687173,406,473
selection-length,final2-after,0,plain,10000,copy-all,200,0,153299790,3813876293,935,1754
selection-length,final2-after,1,plain,10000,copy-all,200,0,153299790,3813876293,955,1881
selection-length,final2-after,0,rich,1000,drag,200,200,0,3831988741,134,155
selection-length,final2-after,1,rich,1000,drag,200,200,0,3831988741,132,143
selection-length,final2-after,0,rich,1000,copy,200,0,50190,2752129767,139,157
selection-length,final2-after,1,rich,1000,copy,200,0,50190,2752129767,137,151
selection-length,final2-after,0,rich,1000,copy-all,200,0,15329790,549569285,196,223
selection-length,final2-after,1,rich,1000,copy-all,200,0,15329790,549569285,193,228
selection-length,final2-after,0,rich,10000,drag,200,200,0,2060027205,370,427
selection-length,final2-after,1,rich,10000,drag,200,200,0,2060027205,370,433
selection-length,final2-after,0,rich,10000,copy,200,0,50190,2685947361,440,522
selection-length,final2-after,1,rich,10000,copy,200,0,50190,2685947361,424,513
selection-length,final2-after,0,rich,10000,copy-all,200,0,153299790,1844308149,967,1651
selection-length,final2-after,1,rich,10000,copy-all,200,0,153299790,1844308149,972,1703
selection-length,final2-after,0,spans,1000,drag,200,200,0,2618650863,133,145
selection-length,final2-after,1,spans,1000,drag,200,200,0,2618650863,133,155
selection-length,final2-after,0,spans,1000,copy,200,0,50190,619799109,137,148
selection-length,final2-after,1,spans,1000,copy,200,0,50190,619799109,138,155
selection-length,final2-after,0,spans,1000,copy-all,200,0,15329790,1196124373,190,235
selection-length,final2-after,1,spans,1000,copy-all,200,0,15329790,1196124373,189,226
selection-length,final2-after,0,spans,10000,drag,200,200,0,4249474571,370,410
selection-length,final2-after,1,spans,10000,drag,200,200,0,4249474571,370,414
selection-length,final2-after,0,spans,10000,copy,200,0,50190,1111127019,424,472
selection-length,final2-after,1,spans,10000,copy,200,0,50190,1111127019,423,461
selection-length,final2-after,0,spans,10000,copy-all,200,0,153299790,2264602581,1076,2388
selection-length,final2-after,1,spans,10000,copy-all,200,0,153299790,2264602581,1063,2381
selection-length,length-after,0,plain,1000,drag,200,200,0,1797951353,102,126
selection-length,length-after,1,plain,1000,drag,200,200,0,1797951353,79,87
selection-length,length-after,0,plain,1000,copy,200,0,50190,4053437227,83,93
selection-length,length-after,1,plain,1000,copy,200,0,50190,4053437227,83,92
selection-length,length-after,0,plain,1000,copy-all,200,0,15329790,2704721301,114,131
selection-length,length-after,1,plain,1000,copy-all,200,0,15329790,2704721301,120,164
selection-length,length-after,0,plain,10000,drag,200,200,0,2724726841,101,109
selection-length,length-after,1,plain,10000,drag,200,200,0,2724726841,104,113
selection-length,length-after,0,plain,10000,copy,200,0,50190,1404687173,156,173
selection-length,length-after,1,plain,10000,copy,200,0,50190,1404687173,154,165
selection-length,length-after,0,plain,10000,copy-all,200,0,153299790,3813876293,570,1088
selection-length,length-after,1,plain,10000,copy-all,200,0,153299790,3813876293,572,1164
selection-length,length-after,0,rich,1000,drag,200,200,0,3831988741,107,125
selection-length,length-after,1,rich,1000,drag,200,200,0,3831988741,107,118
selection-length,length-after,0,rich,1000,copy,200,0,50190,2752129767,112,123
selection-length,length-after,1,rich,1000,copy,200,0,50190,2752129767,112,123
selection-length,length-after,0,rich,1000,copy-all,200,0,15329790,549569285,155,188
selection-length,length-after,1,rich,1000,copy-all,200,0,15329790,549569285,155,186
selection-length,length-after,0,rich,10000,drag,200,200,0,2060027205,122,159
selection-length,length-after,1,rich,10000,drag,200,200,0,2060027205,122,170
selection-length,length-after,0,rich,10000,copy,200,0,50190,2685947361,173,242
selection-length,length-after,1,rich,10000,copy,200,0,50190,2685947361,173,228
selection-length,length-after,0,rich,10000,copy-all,200,0,153299790,1844308149,592,1308
selection-length,length-after,1,rich,10000,copy-all,200,0,153299790,1844308149,588,1257
selection-length,length-after,0,spans,1000,drag,200,200,0,2618650863,108,121
selection-length,length-after,1,spans,1000,drag,200,200,0,2618650863,107,124
selection-length,length-after,0,spans,1000,copy,200,0,50190,619799109,113,123
selection-length,length-after,1,spans,1000,copy,200,0,50190,619799109,112,122
selection-length,length-after,0,spans,1000,copy-all,200,0,15329790,1196124373,153,183
selection-length,length-after,1,spans,1000,copy-all,200,0,15329790,1196124373,151,178
selection-length,length-after,0,spans,10000,drag,200,200,0,4249474571,127,139
selection-length,length-after,1,spans,10000,drag,200,200,0,4249474571,121,132
selection-length,length-after,0,spans,10000,copy,200,0,50190,1111127019,174,188
selection-length,length-after,1,spans,10000,copy,200,0,50190,1111127019,174,185
selection-length,length-after,0,spans,10000,copy-all,200,0,153299790,2264602581,727,1938
selection-length,length-after,1,spans,10000,copy-all,200,0,153299790,2264602581,744,1980
