scenario,mode,iterations,medianUs,p95Us,changedFrames,surface,fingerprint,pair,version,phasesUs
board-64-keyed-false,one-label,300,77,88,300,terminal,251641503,2,base,"{""build"": 18, ""coverage"": 0, ""layout"": 0, ""paint"": 36, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,all-labels,300,114,128,300,terminal,251641503,2,base,"{""build"": 52, ""coverage"": 0, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,reverse,300,119,152,300,terminal,251641503,2,base,"{""build"": 54, ""coverage"": 0, ""layout"": 3, ""paint"": 38, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,replace-subtree,300,309,470,300,terminal,251641503,2,base,"{""build"": 238, ""coverage"": 0, ""layout"": 5, ""paint"": 42, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,one-label,300,138,178,300,terminal,251641503,2,base,"{""build"": 78, ""coverage"": 0, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,all-labels,300,172,220,300,terminal,251641503,2,base,"{""build"": 111, ""coverage"": 0, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,reverse,300,151,199,300,terminal,251641503,2,base,"{""build"": 84, ""coverage"": 0, ""layout"": 2, ""paint"": 38, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,replace-subtree,300,372,574,300,terminal,251641503,2,base,"{""build"": 299, ""coverage"": 0, ""layout"": 5, ""paint"": 42, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,one-label,300,217,304,300,terminal,251641503,2,base,"{""build"": 68, ""coverage"": 0, ""layout"": 0, ""paint"": 126, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,all-labels,300,366,492,300,terminal,251641503,2,base,"{""build"": 209, ""coverage"": 0, ""layout"": 0, ""paint"": 131, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,reverse,300,415,530,300,terminal,251641503,2,base,"{""build"": 223, ""coverage"": 0, ""layout"": 23, ""paint"": 136, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,replace-subtree,300,2309,3013,300,terminal,251641503,2,base,"{""build"": 2093, ""coverage"": 0, ""layout"": 25, ""paint"": 150, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,one-label,300,458,681,300,terminal,251641503,2,base,"{""build"": 305, ""coverage"": 0, ""layout"": 0, ""paint"": 125, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,all-labels,300,608,949,300,terminal,251641503,2,base,"{""build"": 446, ""coverage"": 0, ""layout"": 0, ""paint"": 132, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,reverse,300,514,764,300,terminal,251641503,2,base,"{""build"": 335, ""coverage"": 0, ""layout"": 8, ""paint"": 130, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,replace-subtree,300,2596,3375,300,terminal,251641503,2,base,"{""build"": 2360, ""coverage"": 0, ""layout"": 25, ""paint"": 151, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
dashboard,mount-first-frame,300,484,687,300,terminal,,2,candidate,
agent,mount-first-frame,300,172,250,300,terminal,,2,candidate,
files,mount-first-frame,300,355,549,300,terminal,,2,candidate,
editor,mount-first-frame,300,178,272,300,terminal,,2,candidate,
finance,mount-first-frame,300,631,801,300,terminal,,2,candidate,
board-16-keyed-false,one-label,300,31,38,300,terminal,1359462507,2,candidate,"{""build"": 5, ""coverage"": 0, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-false,all-labels,300,40,43,300,terminal,1359462507,2,candidate,"{""build"": 14, ""coverage"": 0, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-false,reverse,300,43,49,300,terminal,1359462507,2,candidate,"{""build"": 14, ""coverage"": 0, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-false,replace-subtree,300,86,108,300,terminal,1359462507,2,candidate,"{""build"": 44, ""coverage"": 0, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-true,one-label,300,44,47,300,terminal,1359462507,2,candidate,"{""build"": 19, ""coverage"": 0, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-true,all-labels,300,53,67,300,terminal,1359462507,2,candidate,"{""build"": 27, ""coverage"": 0, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-true,reverse,300,48,55,300,terminal,1359462507,2,candidate,"{""build"": 21, ""coverage"": 0, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-true,replace-subtree,300,98,135,300,terminal,1359462507,2,candidate,"{""build"": 57, ""coverage"": 0, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,one-label,300,78,100,300,terminal,251641503,2,candidate,"{""build"": 18, ""coverage"": 0, ""layout"": 0, ""paint"": 36, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,all-labels,300,114,140,300,terminal,251641503,2,candidate,"{""build"": 53, ""coverage"": 0, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,reverse,300,120,152,300,terminal,251641503,2,candidate,"{""build"": 54, ""coverage"": 0, ""layout"": 3, ""paint"": 38, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-false,replace-subtree,300,310,498,300,terminal,251641503,2,candidate,"{""build"": 239, ""coverage"": 0, ""layout"": 5, ""paint"": 42, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,one-label,300,135,158,300,terminal,251641503,2,candidate,"{""build"": 75, ""coverage"": 0, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,all-labels,300,170,215,300,terminal,251641503,2,candidate,"{""build"": 108, ""coverage"": 0, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,reverse,300,149,205,300,terminal,251641503,2,candidate,"{""build"": 82, ""coverage"": 0, ""layout"": 2, ""paint"": 38, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-64-keyed-true,replace-subtree,300,368,574,300,terminal,251641503,2,candidate,"{""build"": 297, ""coverage"": 0, ""layout"": 5, ""paint"": 42, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,one-label,300,224,286,300,terminal,251641503,2,candidate,"{""build"": 70, ""coverage"": 0, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,all-labels,300,364,469,300,terminal,251641503,2,candidate,"{""build"": 209, ""coverage"": 0, ""layout"": 0, ""paint"": 131, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,reverse,300,406,527,300,terminal,251641503,2,candidate,"{""build"": 214, ""coverage"": 0, ""layout"": 23, ""paint"": 135, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-false,replace-subtree,300,2261,2986,300,terminal,251641503,2,candidate,"{""build"": 2038, ""coverage"": 0, ""layout"": 24, ""paint"": 148, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,one-label,300,459,682,300,terminal,251641503,2,candidate,"{""build"": 305, ""coverage"": 0, ""layout"": 0, ""paint"": 127, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,all-labels,300,599,882,300,terminal,251641503,2,candidate,"{""build"": 440, ""coverage"": 0, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,reverse,300,511,744,300,terminal,251641503,2,candidate,"{""build"": 336, ""coverage"": 0, ""layout"": 8, ""paint"": 130, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-256-keyed-true,replace-subtree,300,2634,3321,300,terminal,251641503,2,candidate,"{""build"": 2393, ""coverage"": 0, ""layout"": 27, ""paint"": 152, ""semanticDiff"": 0, ""semanticEncode"": 0, ""semanticTree"": 0, ""semantics"": 0}"
board-16-keyed-false,one-label,300,122,214,300,structured,1359462507,0,base,"{""build"": 6, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 60, ""semantics"": 83}"
board-16-keyed-false,all-labels,300,287,381,300,structured,1359462507,0,base,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 68, ""semanticTree"": 62, ""semantics"": 164}"
board-16-keyed-false,reverse,300,286,381,300,structured,1359462507,0,base,"{""build"": 15, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 61, ""semantics"": 160}"
board-16-keyed-false,replace-subtree,300,383,498,300,structured,1359462507,0,base,"{""build"": 47, ""coverage"": 25, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 109, ""semanticTree"": 65, ""semantics"": 208}"
board-16-keyed-true,one-label,300,112,139,300,structured,1359462507,0,base,"{""build"": 20, ""coverage"": 13, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 32, ""semantics"": 57}"
board-16-keyed-true,all-labels,300,252,328,300,structured,1359462507,0,base,"{""build"": 28, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 56, ""semanticTree"": 32, ""semantics"": 118}"
board-16-keyed-true,reverse,300,268,339,300,structured,1359462507,0,base,"{""build"": 21, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 75, ""semanticTree"": 31, ""semantics"": 138}"
board-16-keyed-true,replace-subtree,300,315,425,300,structured,1359462507,0,base,"{""build"": 58, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 78, ""semanticTree"": 33, ""semantics"": 141}"
board-64-keyed-false,one-label,300,363,469,300,structured,251641503,0,base,"{""build"": 18, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 235, ""semantics"": 276}"
board-64-keyed-false,all-labels,300,894,1102,300,structured,251641503,0,base,"{""build"": 56, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 257, ""semanticTree"": 244, ""semantics"": 578}"
board-64-keyed-false,reverse,300,887,1099,300,structured,251641503,0,base,"{""build"": 55, ""coverage"": 47, ""layout"": 3, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 256, ""semanticTree"": 242, ""semantics"": 569}"
board-64-keyed-false,replace-subtree,300,1275,1546,300,structured,251641503,0,base,"{""build"": 245, ""coverage"": 47, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 22, ""semanticEncode"": 413, ""semanticTree"": 249, ""semantics"": 745}"
board-64-keyed-true,one-label,300,304,398,300,structured,251641503,0,base,"{""build"": 77, ""coverage"": 16, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 4, ""semanticTree"": 118, ""semantics"": 159}"
board-64-keyed-true,all-labels,300,786,972,300,structured,251641503,0,base,"{""build"": 113, ""coverage"": 47, ""layout"": 0, ""paint"": 39, ""semanticDiff"": 20, ""semanticEncode"": 213, ""semanticTree"": 125, ""semantics"": 410}"
board-64-keyed-true,reverse,300,810,984,300,structured,251641503,0,base,"{""build"": 86, ""coverage"": 47, ""layout"": 2, ""paint"": 39, ""semanticDiff"": 22, ""semanticEncode"": 259, ""semanticTree"": 123, ""semantics"": 458}"
board-64-keyed-true,replace-subtree,300,1081,1363,300,structured,251641503,0,base,"{""build"": 301, ""coverage"": 47, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 301, ""semanticTree"": 130, ""semantics"": 503}"
board-256-keyed-false,one-label,300,1301,1541,300,structured,251641503,0,base,"{""build"": 73, ""coverage"": 24, ""layout"": 0, ""paint"": 131, ""semanticDiff"": 68, ""semanticEncode"": 6, ""semanticTree"": 943, ""semantics"": 1046}"
board-256-keyed-false,all-labels,300,2909,3212,300,structured,251641503,0,base,"{""build"": 233, ""coverage"": 59, ""layout"": 0, ""paint"": 140, ""semanticDiff"": 96, ""semanticEncode"": 1067, ""semanticTree"": 999, ""semantics"": 2275}"
board-256-keyed-false,reverse,300,2922,3407,300,structured,251641503,0,base,"{""build"": 241, ""coverage"": 59, ""layout"": 25, ""paint"": 142, ""semanticDiff"": 99, ""semanticEncode"": 1073, ""semanticTree"": 989, ""semantics"": 2280}"
board-256-keyed-false,replace-subtree,300,5706,6542,300,structured,251641503,0,base,"{""build"": 2197, ""coverage"": 58, ""layout"": 28, ""paint"": 153, ""semanticDiff"": 101, ""semanticEncode"": 1870, ""semanticTree"": 1006, ""semantics"": 3070}"
board-256-keyed-true,one-label,300,1048,1437,300,structured,251641503,0,base,"{""build"": 303, ""coverage"": 25, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 70, ""semanticEncode"": 5, ""semanticTree"": 470, ""semantics"": 575}"
board-256-keyed-true,all-labels,300,2387,2860,300,structured,251641503,0,base,"{""build"": 470, ""coverage"": 58, ""layout"": 0, ""paint"": 139, ""semanticDiff"": 93, ""semanticEncode"": 828, ""semanticTree"": 510, ""semantics"": 1525}"
board-256-keyed-true,reverse,300,1855,2269,300,structured,251641503,0,base,"{""build"": 346, ""coverage"": 58, ""layout"": 10, ""paint"": 139, ""semanticDiff"": 80, ""semanticEncode"": 454, ""semanticTree"": 493, ""semantics"": 1105}"
board-256-keyed-true,replace-subtree,300,4803,5692,300,structured,251641503,0,base,"{""build"": 2445, ""coverage"": 57, ""layout"": 25, ""paint"": 149, ""semanticDiff"": 94, ""semanticEncode"": 1239, ""semanticTree"": 515, ""semantics"": 1957}"
board-16-keyed-false,one-label,300,88,158,300,structured,1359462507,0,candidate,"{""build"": 5, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 27, ""semantics"": 50}"
board-16-keyed-false,all-labels,300,249,346,300,structured,1359462507,0,candidate,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 66, ""semanticTree"": 29, ""semantics"": 126}"
board-16-keyed-false,reverse,300,251,343,300,structured,1359462507,0,candidate,"{""build"": 15, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 29, ""semantics"": 127}"
board-16-keyed-false,replace-subtree,300,332,445,300,structured,1359462507,0,candidate,"{""build"": 45, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 104, ""semanticTree"": 32, ""semantics"": 167}"
board-16-keyed-true,one-label,300,100,129,300,structured,1359462507,0,candidate,"{""build"": 19, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 4, ""semanticTree"": 24, ""semantics"": 47}"
board-16-keyed-true,all-labels,300,243,317,300,structured,1359462507,0,candidate,"{""build"": 27, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 55, ""semanticTree"": 25, ""semantics"": 110}"
board-16-keyed-true,reverse,300,260,339,300,structured,1359462507,0,candidate,"{""build"": 21, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 74, ""semanticTree"": 25, ""semantics"": 131}"
board-16-keyed-true,replace-subtree,300,308,400,300,structured,1359462507,0,candidate,"{""build"": 58, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 77, ""semanticTree"": 28, ""semantics"": 135}"
board-64-keyed-false,one-label,300,212,307,300,structured,251641503,0,candidate,"{""build"": 18, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 87, ""semantics"": 126}"
board-64-keyed-false,all-labels,300,733,935,300,structured,251641503,0,candidate,"{""build"": 55, ""coverage"": 47, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 252, ""semanticTree"": 96, ""semantics"": 420}"
board-64-keyed-false,reverse,300,727,901,300,structured,251641503,0,candidate,"{""build"": 55, ""coverage"": 46, ""layout"": 3, ""paint"": 39, ""semanticDiff"": 21, ""semanticEncode"": 249, ""semanticTree"": 94, ""semantics"": 413}"
board-64-keyed-false,replace-subtree,300,1104,1376,300,structured,251641503,0,candidate,"{""build"": 243, ""coverage"": 47, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 22, ""semanticEncode"": 403, ""semanticTree"": 115, ""semantics"": 586}"
board-64-keyed-true,one-label,300,264,358,300,structured,251641503,0,candidate,"{""build"": 77, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 4, ""semanticTree"": 79, ""semantics"": 118}"
board-64-keyed-true,all-labels,300,725,909,300,structured,251641503,0,candidate,"{""build"": 111, ""coverage"": 46, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 20, ""semanticEncode"": 208, ""semanticTree"": 81, ""semantics"": 358}"
board-64-keyed-true,reverse,300,763,945,300,structured,251641503,0,candidate,"{""build"": 85, ""coverage"": 46, ""layout"": 2, ""paint"": 39, ""semanticDiff"": 23, ""semanticEncode"": 258, ""semanticTree"": 81, ""semantics"": 412}"
board-64-keyed-true,replace-subtree,300,1023,1347,300,structured,251641503,0,candidate,"{""build"": 297, ""coverage"": 46, ""layout"": 5, ""paint"": 42, ""semanticDiff"": 21, ""semanticEncode"": 296, ""semanticTree"": 99, ""semantics"": 464}"
board-256-keyed-false,one-label,300,672,859,300,structured,251641503,0,candidate,"{""build"": 70, ""coverage"": 24, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 68, ""semanticEncode"": 5, ""semanticTree"": 333, ""semantics"": 436}"
board-256-keyed-false,all-labels,300,2164,2530,300,structured,251641503,0,candidate,"{""build"": 221, ""coverage"": 56, ""layout"": 0, ""paint"": 132, ""semanticDiff"": 91, ""semanticEncode"": 1026, ""semanticTree"": 366, ""semantics"": 1560}"
board-256-keyed-false,reverse,300,2250,2561,300,structured,251641503,0,candidate,"{""build"": 233, ""coverage"": 56, ""layout"": 24, ""paint"": 138, ""semanticDiff"": 93, ""semanticEncode"": 1048, ""semanticTree"": 367, ""semantics"": 1597}"
board-256-keyed-false,replace-subtree,300,5146,5674,300,structured,251641503,0,candidate,"{""build"": 2224, ""coverage"": 57, ""layout"": 27, ""paint"": 151, ""semanticDiff"": 97, ""semanticEncode"": 1799, ""semanticTree"": 457, ""semantics"": 2433}"
board-256-keyed-true,one-label,300,863,1261,300,structured,251641503,0,candidate,"{""build"": 305, ""coverage"": 24, ""layout"": 0, ""paint"": 129, ""semanticDiff"": 68, ""semanticEncode"": 5, ""semanticTree"": 295, ""semantics"": 395}"
board-256-keyed-true,all-labels,300,2194,2649,300,structured,251641503,0,candidate,"{""build"": 468, ""coverage"": 57, ""layout"": 0, ""paint"": 138, ""semanticDiff"": 89, ""semanticEncode"": 813, ""semanticTree"": 329, ""semantics"": 1326}"
board-256-keyed-true,reverse,300,1656,2050,300,structured,251641503,0,candidate,"{""build"": 345, ""coverage"": 56, ""layout"": 9, ""paint"": 135, ""semanticDiff"": 75, ""semanticEncode"": 439, ""semanticTree"": 304, ""semantics"": 888}"
board-256-keyed-true,replace-subtree,300,4653,5627,300,structured,251641503,0,candidate,"{""build"": 2425, ""coverage"": 57, ""layout"": 26, ""paint"": 151, ""semanticDiff"": 93, ""semanticEncode"": 1231, ""semanticTree"": 394, ""semantics"": 1802}"
board-16-keyed-false,one-label,300,87,147,300,structured,1359462507,1,candidate,"{""build"": 5, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 5, ""semanticTree"": 27, ""semantics"": 49}"
board-16-keyed-false,all-labels,300,251,332,300,structured,1359462507,1,candidate,"{""build"": 14, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 67, ""semanticTree"": 29, ""semantics"": 128}"
board-16-keyed-false,reverse,300,253,340,300,structured,1359462507,1,candidate,"{""build"": 14, ""coverage"": 24, ""layout"": 1, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 66, ""semanticTree"": 29, ""semantics"": 127}"
board-16-keyed-false,replace-subtree,300,334,445,300,structured,1359462507,1,candidate,"{""build"": 45, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 103, ""semanticTree"": 32, ""semantics"": 167}"
board-16-keyed-true,one-label,300,99,133,300,structured,1359462507,1,candidate,"{""build"": 19, ""coverage"": 12, ""layout"": 0, ""paint"": 6, ""semanticDiff"": 4, ""semanticEncode"": 4, ""semanticTree"": 25, ""semantics"": 47}"
board-16-keyed-true,all-labels,300,249,330,300,structured,1359462507,1,candidate,"{""build"": 28, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 56, ""semanticTree"": 26, ""semantics"": 114}"
board-16-keyed-true,reverse,300,258,316,300,structured,1359462507,1,candidate,"{""build"": 21, ""coverage"": 24, ""layout"": 0, ""paint"": 7, ""semanticDiff"": 5, ""semanticEncode"": 75, ""semanticTree"": 25, ""semantics"": 131}"
board-16-keyed-true,replace-subtree,300,315,410,300,structured,1359462507,1,candidate,"{""build"": 59, ""coverage"": 24, ""layout"": 1, ""paint"": 8, ""semanticDiff"": 5, ""semanticEncode"": 79, ""semanticTree"": 28, ""semantics"": 138}"
board-64-keyed-false,one-label,300,215,301,300,structured,251641503,1,candidate,"{""build"": 18, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 17, ""semanticEncode"": 5, ""semanticTree"": 89, ""semantics"": 129}"
board-64-keyed-false,all-labels,300,737,918,300,structured,251641503,1,candidate,"{""build"": 54, ""coverage"": 46, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 21, ""semanticEncode"": 255, ""semanticTree"": 96, ""semantics"": 424}"
board-64-keyed-false,reverse,300,746,976,300,structured,251641503,1,candidate,"{""build"": 55, ""coverage"": 46, ""layout"": 3, ""paint"": 40, ""semanticDiff"": 21, ""semanticEncode"": 255, ""semanticTree"": 96, ""semantics"": 423}"
board-64-keyed-false,replace-subtree,300,1109,1411,300,structured,251641503,1,candidate,"{""build"": 240, ""coverage"": 46, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 21, ""semanticEncode"": 406, ""semanticTree"": 115, ""semantics"": 589}"
board-64-keyed-true,one-label,300,262,372,300,structured,251641503,1,candidate,"{""build"": 77, ""coverage"": 15, ""layout"": 0, ""paint"": 37, ""semanticDiff"": 16, ""semanticEncode"": 4, ""semanticTree"": 79, ""semantics"": 117}"
board-64-keyed-true,all-labels,300,729,962,300,structured,251641503,1,candidate,"{""build"": 113, ""coverage"": 46, ""layout"": 0, ""paint"": 38, ""semanticDiff"": 19, ""semanticEncode"": 207, ""semanticTree"": 81, ""semantics"": 357}"
board-64-keyed-true,reverse,300,760,951,300,structured,251641503,1,candidate,"{""build"": 85, ""coverage"": 46, ""layout"": 2, ""paint"": 39, ""semanticDiff"": 20, ""semanticEncode"": 253, ""semanticTree"": 82, ""semantics"": 405}"
board-64-keyed-true,replace-subtree,300,1035,1332,300,structured,251641503,1,candidate,"{""build"": 302, ""coverage"": 46, ""layout"": 5, ""paint"": 43, ""semanticDiff"": 20, ""semanticEncode"": 292, ""semanticTree"": 100, ""semantics"": 459}"
board-256-keyed-false,one-label,300,670,842,300,structured,251641503,1,candidate,"{""build"": 68, ""coverage"": 24, ""layout"": 0, ""paint"": 127, ""semanticDiff"": 68, ""semanticEncode"": 5, ""semanticTree"": 333, ""semantics"": 433}"
board-256-keyed-false,all-labels,300,2213,2478,300,structured,251641503,1,candidate,"{""build"": 224, ""coverage"": 57, ""layout"": 0, ""paint"": 138, ""semanticDiff"": 93, ""semanticEncode"": 1048, ""semanticTree"": 378, ""semantics"": 1618}"
board-256-keyed-false,reverse,300,2273,2623,300,structured,251641503,1,candidate,"{""build"": 233, ""coverage"": 58, ""layout"": 25, ""paint"": 142, ""semanticDiff"": 95, ""semanticEncode"": 1060, ""semanticTree"": 381, ""semantics"": 1629}"
board-256-keyed-false,replace-subtree,300,5118,5664,300,structured,251641503,1,candidate,"{""build"": 2225, ""coverage"": 57, ""layout"": 27, ""paint"": 151, ""semanticDiff"": 97, ""semanticEncode"": 1802, ""semanticTree"": 459, ""semantics"": 2434}"
board-256-keyed-true,one-label,300,894,1236,300,structured,251641503,1,candidate,"{""build"": 311, ""coverage"": 25, ""layout"": 0, ""paint"": 128, ""semanticDiff"": 69, ""semanticEncode"": 5, ""semanticTree"": 304, ""semantics"": 409}"
board-256-keyed-true,all-labels,300,2208,2627,300,structured,251641503,1,candidate,"{""build"": 475, ""coverage"": 57, ""layout"": 0, ""paint"": 137, ""semanticDiff"": 90, ""semanticEncode"": 820, ""semanticTree"": 334, ""semantics"": 1333}"
board-256-keyed-true,reverse,300,1660,2112,300,structured,251641503,1,candidate,"{""build"": 351, ""coverage"": 57, ""layout"": 9, ""paint"": 136, ""semanticDiff"": 78, ""semanticEncode"": 446, ""semanticTree"": 312, ""semantics"": 902}"
