kind,policy,wrap,lines,operation,frames,changedFrames,copiedUnits,fingerprint,medianUs,p95Us,dart,run,variant
plain,spec,True,10000,rebuild-same,50,0,0,1830451483,78,99,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,rebuild-equal,50,0,0,1830451483,78,79,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,edit,50,50,0,37686951,29410,31401,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,resize,50,50,0,1830451483,21201,23038,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,drag,50,50,0,2724726841,104,517,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,copy,50,0,14340,1404687173,155,201,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,True,10000,copy-all,50,0,43799940,3813876293,577,1438,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,open,50,50,0,1830451483,14845,17201,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,rebuild-same,50,0,0,1830451483,83,99,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,rebuild-equal,50,0,0,1830451483,76,78,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,edit,50,50,0,37686951,14778,16186,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,resize,50,50,0,1830451483,3761,4345,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,drag,50,50,0,2724726841,102,154,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,copy,50,0,14340,1404687173,153,168,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,copy-all,50,0,43799940,3813876293,573,1374,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,base
plain,spec,False,10000,open,50,50,0,1830451483,14432,16248,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,rebuild-same,50,0,0,1830451483,76,78,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,rebuild-equal,50,0,0,1830451483,76,80,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,edit,50,50,0,37686951,14655,16262,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,resize,50,50,0,1830451483,284,351,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,drag,50,50,0,2724726841,100,103,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,copy,50,0,14340,1404687173,159,195,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
plain,spec,False,10000,copy-all,50,0,43799940,3813876293,565,1593,"3.12.2 (stable) (Tue Jun 9 01:11:39 2026 -0700) on ""macos_arm64""",2,equal
